lyft_id,message
1203073654147079144,"Hi Taylor ; So re: drivers license ; I have a class 5 license ... not class 1 or 4   Will that work? ; Yes ; Ok ; No, I'll do that first And then get back to you. Do you know long that process is going to take, to obtain the class 1 or 4 license? ; 2¡gmail.com  ; I'm being charged for sending these text messages to you so pls email me.  I wont be texting back.  Just paid off a huge phone bill.  My email: n.salman8"
1325380350026815744,How to send documents
1321497392934144262,"Hi taylor. Nice to meet you The reason i havent sent my application is because i didnt know i needed a car with four door and with 5 seatbelts  I own an acura 2005 that has 4 seatlbelts (including driver) and is a 2 door "
1302824707457999828,Hi Taylor  My class 4 is not complete yet ; I didn't  But I have road test on November ; Tnx ; I will keep in touch
1308932681846041482,Sure
1338254886843409368,Hi. Please take me off the contact list for lyft.
1002010573624960606,I'm ain't Jenna did ; Sis ; Fuck you bitch
1316689655616227780,Hi Taylor my driver licence is class 7
1323360752286875678,"Hi Taylor ; Yes, I don't have a car. Would Lyft provide me with a car?"
1247082201241688552,Would you help pay for my class 4 ; I will wait till you launch first ; If I get the bonus then I would do it
1338811770546192538,Don't have commercial chemical inspections cert ; No ; How's much is the inspections ?do you know? ; Also I am in the abbotsford area. Do you have trips in this area ; Class 1 ; So where do you have cars running right now? ; Well when I know you're running more out in the West cuz I'm out of Vancouver and then I would be interested in taking it further ; Yeah when I know it's all running here and stuff then I'll send you my information because might find another job before that but definitely interested i
1326383948097093956,"Hi. I don't want to be a driver, just a passenger. Please remove me."
1349742110404186704,Yes
1316582330201748144,"I'm in process to apply for police clearance .Once I receive it, I will have all documents ready ; I already filled it and will get it in 2-3 weeks"
1312132245622655954,From when can we start driving with Lyft ? ; I have been contacted by Uber too ; So I'm just thinking with which company should I got with
1317019236184703322,Cancel my application thx
1289174623634832154,"Hi Taylor  Go ahead ; No, I'm studying for the knowledge test ; When lift will be ready to start operating in BC ?"
1334876482889388558,hello ; thanks for contacting . Actually i have couple questions to get application done ; like that criminal tecord check. Do you guys need the paper that they send after couple days or forms that i have to fill at police station for record check?
1330168435557611554,I need my driver's license class 4 before I'll do my inspection. ; No pls give me information if this is the best way to get my class 4 or I do it myself study and practice which is more helpful to me? ; No! if this is more helpful then provide me more information .
1333711129400470036,Please remove my name and phone number from your list  I got tired to receive text from you
1312050014636249388,Hi Taylor! Will do. Thanks!
1313537549212252490,My class 4license is in progress yet
1324670198342601656,"Hi Taylor, I am certified for this job,but  my car is mazda5 2006. I have a class for and I have business account and I was Taxi driver.Can I start with  ; this car and later find a better car.(2010) ; Hi Taylor, I bought  car today,Honda fit 2017. If you need more information let me know please."
1324306505495149094,Hi there Taylor thanks for the reply I am a great candidate but I only have a class 5 6 B.C. license no restrictions ; Really ; Oh right ; Let's do this ; Done Tuesday 15 630 ; Thank you ; Me too I used to drive tow truck for 13 years ; Then a sleepy driver head on me in my personal time ; This maybe exactly what I require ; Well pretty much it's all my life plus I am a red seal mechanic ; But driving helping people it's all natural ; Yes I am Retired ; Well after the head on collision I wasn't given much choices ; Good thanks how was your Thanksgiving ; Nice ; Is this the address for training 8513 132 Street ; Yes tomorrow evening ; Is it Wednesday or Tuesday ; Oh if it's tomorrow I have to reschedule ; Can you confirm ; I checked my email it says Tuesday ; No worries ; I attended yesterday ; No worries ; Today's you said Wednesday ; I attended and on the way to class 4 knowledge test ; Can I use a business number instead of my SIN for tax purposes ; For tax purposes ; If I am a independent contractor can't I use my business number ; BN plus numbers ; I appreciate that thank you ; Please edit to Ashik Kumar ; But it's got leather heated seats in the tar and moon roof plus power locks and Navi ; That's not cool ; It's fine I'll buy a eco compact
1311420116967283682,Please stop texting me ; I am not interested
1330179284991948850,Hello ; Yes I have class 1 ; Hey can someone call me ; When is lyft coming
1171475122862213564,I did not make an application
607800664678368052,Hey Taylor. My car is 2003. So will have to wait till I buy a new Prius to br eligible.
1343595384378616334,Hi Taylor ; Can you walk me through the steps one by one
1331307425676523548,"Hi i tried to apply but my car was not new enough as it only has 60,000km on it ; 2004 Honda Civic 4 door 5 seat belts , I have my class 1 with air ; Nope ; No other vehicle ; Would it be worth trading in and getting a newer one ; How much goes in my pocket say a $10 trip"
1326167683307247896,Laterz busy right now
1119543998471600142,Helloo
1334861231738812892,"Taylor, I'm not interested. I was trying to sign up for the service and by a mistake signed up for driver!"
1314012240724616110,Hi could you check my account and see what is going on? Why it is taking so long ? ; I was sent email from sterling on 22 October
1335163505955262880,Sorry. Not looking to become a driver. Hit the button by mistake. Lol
1305520147525714166,Hi ; Does lyft is paying for car inspections and police check ; That is costly ; How much we can make per hour 40$ ; Ohkk i will do that inspection ; But when u guys are starting ; Like on which date ; We should be getting rides request on app ; Hey instead of police check can i use my existing chaffeur permit of taxi ; We also get that from police background check ; But the chaffeur permit we also get by police check ; Which date u guys are starting ; When lyft is starting in Vancouver ; Ohkk thanks ; Yes ; But uber is doing for free through triton canada ; Hi ; Hi ; Hi ; Can u tell me when r u guys starting so i can quit my other job
1346730691562690660,"be running? ; Hi Taylor. I need to get my class 4 and have my vehicle inspected.  I will do it in the new year as I am so busy this month. When do you think lift will "
1346764305456941882,Hi Taylor  My drivers license is class 5 so I gonna provide the right one and get back to you Thanks ; Thanks
826455450154105474,Hi. Where do I get my class 4? ; Ok thanks I'll check it out.
1098802069923530678,No need ; I don't want to be the driver
1321717467330306114,just doesn't let me fill the space for the postal code ; yes but doesn't take the Canadian format of postal code ; 1309 Jordan St. Coquitlam Bc v3b6x5
1311692355017380334,I have commercial dr record but I could not send help me
1326159755933657710,I have class 5 licence
1305835547199406786,How you do that
870177301421406544,???
1324741603492405898,"No, thank you"
1323544146770198578,Hey Taylor can you let me know if I can drive with international driving license
1324821312414809026,"Trying to do from iPhone - link stalls. I have a class 2 BCDL ; Ok, I'll try tonight ; Got info updated. I have list one of the vehicles I drive (2019 Tesla 3), but don't see an option to list a second vehicle (2017 Mitsubishi Outlander). B ; oth have business insurance on them.   The Tesla is a 5 seater, the Outlander is a 7  Also, this commercial vehicle inspection - what is required? I do N ; OT trust Canadian Tire mechanics near my vehicles.   Both vehicles are under warranty and any servicing is done by the dealership. "
1335483315503518024,Sorry guys I already found what I was looking for thanks
1343313218018845340,I have a class 4 learner's. My driver's test & pre trip inspection test is on December 18th. ; Yes I just downloaded the driver app. I passed my medical test & vehicle inspection test for a class 4 restricted license. ; I heard the criminal background check is no charge somewhere. Is that true?
1334716005044344972,"Hi Taylor. I need to upgrade my license to class 4, but I think I have too many tickets on my record. Do you know how many your allowed? And is there a t ; ime period when they don't matter anymore?  ; Ok, thank you"
1325204532565709432,I am out from the city will be back end of the months  Thanks  Maria
1305705683525888540,I just bought brand new all electric car 2019 model. Why does it need inspection?
1317209331290702612,Thanks for reaching out Taylor.  I should be ok with the class 4 process.  11 safe years driving for UPS. ; I am concerned about the slow process of ride hailing from Uber or lyft actually being in service. ; Can you tell me how many hours per day I would need to drive in order to Net 4K per month?  Regards. ; My idea is to take early retirement from UPS and do ride hailing to supplement my pension.   My pension will be penalized to the tune of 6% per year befo ; re turning 60.  ; Yes.  Full pension at UPS at 60. ; But now it's 65 if hired after 2015. ; Appreciate the reply. I'm very busy at work just due to the nature of the job and also going to be very busy for the next couple of weekends but hopefull ; y I will have my class for by December
1325152790509924598,I don't have the right license. I only have a 5 & 6.
1244088531456715440,"et application.  ; Hi Taylor,  I stopped the application process because it asks for very confidential information, my sin number.  I will not give my number for any intern"
1324317253613273304,It was an error I don't have time to be driver  tnx
1205334772657154388,"Commercial license, commercial inspection, extra insurance, municipal license - too much cost ; I will look into it."
1322180551512168560,i can't sign up coz i don't have a 4 doors vehicle mine is a 2 door beetle :/
1011987021491553134,Hi Taylor ; Hi Taylor ! Is Lyft still launching in Vancouver this year ?
1325771756978393354,"Hi Taylor,  Although I'm a retired city bus driver as of 2012 (37.5 yrs.) I've let my class 2 w/air drivers license expire. I would have to get tested fo ; r a class 4. Also, I'm concerned about getting a dramatic increase in my car insurance premiums that is presently based on ""Pleasure Use"". Therefore, I'm ;  not sure it would be worth while to supplement my pensions in this way. I will pursue the class 4 and talk to an insurance agent in the near future. Tha ; nk You, Larry Bowers"
893542298667157254,This was an error as I thought I was just updating my account not applying to be a driver. 🙏  ; Yes. I have been  Lyft for some time now when I travel
1092880960647474896,"Hi Taylor, I'm excited to the launching of Lyft to Vancouver and wants to apply as a driver. However I drive a 2-door 2018 BMW convertible which stopped  ; me from applying. Thank you for your following up. "
1259507993150104160,Hi Taylor  I'm just waiting until i do my class 4 driver road test on Oct.24
1323655669954699706,"At work.. can I txt you in the evening.. I do have a lot of questions  ; Am from Surrey... is Lyft operating here or only on Vancouver "
1309508932586295926,"Hi taylor, I Have class 4 license and i am driving taxi right now. Can i pickup lyft customers in taxi. ; . So all cars are 3-4 years old. We can give service to lyft customers if you want. Please let me know. Thanks Gundeep ; I am working with kuber taxi in surrey right now. We have fleet size of 25 cars and we have very good google rating as well. This company started in 2017"
1315439931865850716,What is it u need ; 5 okly clean ; Yes
1330700546207533812,Hi how are you ; Hi I have submitted police information check and background check and commercial driving records check ; Also I want same account as I drove to Ontario Toronto ; Yes knasirislam@gmail.com is my account email. I am from the launch opening at Pala Royal  from the starting day ; t expansion in BC ;  all from the industry. 😊 Hope to contribute to the success of Lyf ; ber       some of my managers  working  for Toronto Lyft office. We ; Thats will help you. I want to work in the Lyft office as I have ex ; Don't have cash to many things just got back from backhom 🇧🇩 ; Pls check out ; I have done that 6 years multiple times ; It's sent again and 1 month old background check reviews going on 😂 ; It's take months to finish look when I submit that ; Yes ; We're you want me to update
1164384964597928402,No need I live in Edm now and am working but thx
1312910817141391684,"Actually, my car is 2007 year made.  That doesn't meet the requirements"
1322286123772209516,"Hi Taylor , the thing is that I don't have a class 4 license..."
1323984139116886958,Sorry I signed up by accident. Please take me off your driver list
1309899124201789768,"Hi Taylor im out at some work so can send it when home, commercial driving record you mean my abstract i guess ; How many years of driving abstract you will need & ill forward it to you. Thanks ; I'm trying to send picture to this number but won't let me do it...so ive added it to my Lyft account. Thanks ; Ok grt...i checked on my account and i think a company named Sterling does it also for Lyft so have filled out all information on it, hope thats same thi ; Ok"
1334709951723004780,Hello Taylor ; I have a class 1 and I was wondering when does the service go live in bc
1335922881971360460,I do not have car. Am i able to drive with lyft ? ; I'll consider to get one but not this year.
1344007645471503198,I don't want to be a driver I was installing the app to get rides.
1060230914108183874,Not wanting to be a driver. Was clicking around the app and just curious how it worked. Thanks
1323213123183147838,"What is this all about, remind me"
1321767289263632540,Hi ; I'm reluctant of putting my sin number down
1310333088878848078,"Hi, I only have a class 5 license ; Ok thanks"
1339702837405909528,"Hi. Thanks for getting back to me. I have 1992 Toyota Camry. Since it is a 1992 model, would I still be able to use it for Lyft? ; Not really. I might just rent. ; Ok ; Thank you"
1306142319683449822,Hi
1329272663195017718,Hi Taylor. ; When is lyft going to be fully operational? ; I can sign up with uber easier and cheaper. What incentives are there to sign up with lyft?
1199660406239204256,"Hi Taylor, Sorry I dont have a vehicle to use to drive. I dont think I'll be able to be a driver if i dont own my own car right? ; No. Kindly take my name off then please"
1315921498870207072,"just brought it from Morrey Nissan in Burnaby in September, and mechanically certified by them ; hi, my vehicle is a 2006 Nissan Murano, leather, mint condition.  unfortunately I realized after that the year might be a bit off.   that is my vehicle,  ; nice"
1329699229656427248,"In US theres no problem driving in LYFT , just a regular DL. In Vancouver its different and outrageously difficult because a DL CLASS 4 is required which I dont have, so its impossible right now to proceed with application🥴"
1334141767970791528,I don't want to be a driver. Just a passenger when they do come. Thx ; Don't I need it to order lyft? ; Ok. Delete my account. Thx
1138355519865505174,"Don't miss your chance for a $100 bonus, just finish your Lyft application by November 28. Legal: http://lft.to/txtca ; Hello ; I have all documents I juts have to upload them ; How kind does it take that to get the results? ; Hello ; Yes but it won't let me do it ; I submitted everything  The only thing that I can't do Is the background check   How can I do that ? ; On the app And the driving record to the email  That it said to send ; The commercial driving record  Was sent to   bc_docs@lyft.com   Is that correct ?? ; I got an email that someone from Lyft mentioned that , the background check, applies automatically   Here is the email below ;   Ivana (Lyft) Nov 26, 12:33 AM PST  Hi Juan Carlos,  Thank you for ;  bringing this to our attention. I will be more than happy to addre ; hrilled to have you in the Lyft community! Thank you for the time a ; nd efforts you've taken to get this far.  It's important for me to  ; provide a copy of their Commercial driving record (sometimes known  ; Correct ??"
1336659511360934852,Hello
1326268450660662054,Hi Taylor thanks for contact I have 2017 Toyota fav 4 under my dad name Insurece on our both name is that be ok ; I will tonight I am at work now
1333022992705532850,"I don't have a bra enough car. ; New* ; Yes ; Yes but it says I can't because my car is too old ; Yes. That's what I was saying. Unfortunately my car is a 2009.  No, I do not plan on getting a new one but thank you for contacting me."
1346782291303751996,Hi ; I got my drivers licence on 06 December 2019 ; I got only the yellow slip from licencing office ; The original licence card will be couriered by the authority in few days and it will take 2 to three weaks to deleveres to me ; So in this cases how i can apply ; Please advice
1328092343630498368,I'm in the process of obtaining a class 4 license.
1296846025129348020,Can you send me your office address and office contact number for  BC Vulnerable Sector  check
1334932158328928272,Morning Taylor  This Gerry tomorrow im off just msg me about. The Lyft Driver  Thank you
1107152659638997952,I don't have a car that qualifies. Too old. Can you unsubscribe me from Lyft texts
1159380332492085706,Hey! ; Mine is 2007 ; While applying I realized cars prior 2010 aren't eligible
1183373304350585782,Hi Taylor. I'm sorry I don't have a vehicle and I didnt see next option ; gmail.com   ; 😁 thanks Taylor.  Lyft  has my number here is my email kattdennis@
1331227108473103078,K
1319365251101438866,Hey
857388613135642796,"Hi there, unfortunately I do not have a class 4, so I cannot apply"
1315746552436325022,Where should i send ; I am trying to upload but i am not able to upload ; Some thing wrong
1323287337846143608,"Hi there, thanks ; I don't have 1,2 ,4 yet"
1131737875469934286,Hello Taylor. Sorry for the delayed response. I can take a call now. ; Hello there. I have already applied for the check through Vancouver Police Dept and will scan it over as soon as I receive it from them.
1318757920381651338,Hey ; Web does lyft start operating in van ?
1322628841126429438,Sorry but I'm not interested to be a driver. Just want to use your services. Thank you
1326209083815063650,Sorry I'm not ready to work yet.
1165904918199271980,"Not interested, car doesn't meet requirements. Thanks"
1316981464261501786,Do you have info on getting Class 4 license?
1322861128453513902,"ked for the expiry on my license I guessed but I want to have the right information in there before you guys run the check. Also my vehicle is a 2008 so  ; Hi Taylor, I'm in the process of renewing my license. I've only got a temporary license right now and was waiting to get my permanent card. So when it as ; Nope no other vehicle so I'll have to buy one.  First I want to know what kind of wages I should expect to make (roughly) ; Alright sweet. Sounds good. Please keep me up to date when you get that info. ; Hey Taylor just had a question. What's the scheduling system for Lyft like? Can we just decide to drive whenever we want, or do we have to sign up for sh ; ifts in advance and be there for them?  ; Hey Taylor just had a question. What's the scheduling system for Lyft like? Can we just decide to drive whenever we want, or do we have to sign up for sh"
1339649137319793178,er app. Sorry for the confusion. Once you are operating in Vancouve ; I applied in error thinking it was the lyft (taxi) app not the driv ; 👍
1325225626254238022,Please cancel my application. Thank you.
1238576975425358052,Sorry that was an accident. I am not interested in being a driver
970434576860445626,"I'm not sure about being a driver. It depends on how soon operations will start. If I sign up how quickly can I start making money? ; Okay, thanks. I'll think about it some more! ; Thx"
1335124340552294724,Ok ; Class 1
1144650805653761094,"Hi Taylor, I didn't realize I needed a newer car than I have. So sadly I won't be able to drive for Lyft."
1295455247076247610,I m in edmonton waiting for ur edmonton application
1327409331585096066,"Thanks Taylor   I have a class 2 license with air already.  This qualifies me to be a Lyft driver, correct?  I want to discuss an idea with you .  Is it  ; possible to have a chat by phone?"
1329907282410152870,hello Taylor ; I have my road test this Thrusday ; When I got my license and then we can start talking ; Hi Trevor I failed the road test again. I sent the information to the medias because there are some bias or there are some hidden forces behind of this t ; hat they are order not pass any class 4 driver.   ; nooo ; tell me about it ; I will do that ; thanks so much ; i appreciate it. 👌🏼👌🏼👌🏼
1328807101963651080,I would love to join Lyft but I don't have a class 4
1322338617246540718,Ok sure.  I started the process and had some family stuff come up
1304024599242801910,No thank ; Nope
594862622156944550,"hi Taylor, i have a class 5 but not a class 5 ; *not a class 4 ; yes ; i wouldn't start driving for a few months. when does lyft intend to start operation ; thank you! ; just registered ; Yes ; Hi, Talyor - I have signed up for tonight's Class 4 driving class, but I might not be able to make it. Will there be more in 2020? ; Thank you!"
1324694365011878624,Please remove me from your list ; Thank you;)
1321816640907895562,Hello taylor how are you today i have a class 4 unristricted d.l. with a 1982 3/4 ton with 60000km if im still qualifie please text me back at 604 657 2859
1322546786357768230,My vehicle is too old being a 2009
1324363092951173658,Sorry I am not a driver made an error was just trying to sign up for pick ups etc. ; Thanks
1308500939537475808,"Sorry, I didn't intend to be a driver, just a passenger. Sorry for  ; the confusion. 😊 But I was so happy to hear you are coming to Vanc ; ouver ! I posted it on my Facebook page ! 😊 I use it in Boston whe ; n I'm there for half the year ! 😊"
1320659194809401780,"Hi Taylor, I am not sure that I qualify. I only have a class 5 licence."
1306312673989956180,"Hello Taylor, nice hearing from you. Is this a real person? ;  operations in Vancouver  ; Lol sorry thanks. I'm more interested in getting picked up by Lyft. I hear u have a kiosk at Guildford centre. When do u think u will be running or start ; I'm thinking about it"
1325180845316620334,Hi Taylor. I wanted to sign up but it says the minimum vehicle requirement is 2010. My car is 2005 ; No. :( ; Rental program?! That would be awesome. When is that coming out?
1322246886829347228,Hi Taylor I have already ave class 4 with clean abstract I am variable after nov 27 ; I mean I am available after NOv 27
1316556093958511198,Hi ; I have class1 ; Its Hyundai elantra gt 2017 ; Actually ur app asking for car safety form I already give that form to icbc last year and I don't have that one now ; Yeah
1322289544268613900,Hey I thought when I applied that I was applying to ride not to drive ; I ran a company of 10 staff do I think I have full hands
1343756527323640748,"Hi Taylor, My car is 2004 , as I understand the minimal requirement at Lyft is 2010 , so I don't think I'm eligible. Thanks for your message though ; BTW is this a requirement also for food delivery?"
1297302205206745910,"I don't need the requirements needed to drive ; No I don't ; I still need to get my class 5 ; Hi, I just passed my calls 5. ; What's the next step ; Yes I do"
1331157174873280828,"Hi, i have mitsubishi outlander 2008, but like new.(Showroom condition) May i eligible to drive with Lyft?"
1289553974026412692,"Yes sir,let me buy new car first, but this time I am driving cab in fraser valley"
1343750914519062666,Thanks.
1045375948943969396,Are you coming soon in vancouver ; yes i ordered my new car hybrid it is waiting time to get it at least 3 months any colour do you recommend
1149243570551544040,"Hi Taylor, thanks for following up, but circumstances have changed for me so please cancel my application ."
1342622108397054148,"Hey, when are you guys expecting to launch? ; I only have class 5. Still thinking about getting class 4 as I will be traveling and away soon."
1322229739886475998," runs like a champ. Not quite ready to trade it in yet.  Maybe in the spring.  ; Hi Taylor, i have to get a new car before I apply! Just checking things out in advance...what the requirements are, etc.  I have an older model car which"
1324034048213031586,Sorry I accidentally hit the wrong button. Not interested in being a driver.
1342534785324093820,Please take me off your list. I was trying to sign up to use your service not to sign up as a driver.
723161890394796034,I don't have a vehicle at the moment. Sorry i signed up not knowing it was for drivers
1339255244974865210,"Hey, I unfortunately cannot complete my application because my car is a 2007 model. ; Not to mention the rental service isn't available in Vancouver yet ; Yes please"
1315043080269802380,I don’t have class 4 license ; Have only class 5
1340449465288012386,"Hi Taylor,  Not looking to be a driver, but to get a ride with Lyft. Are you up and running here in Vancouver yet?   Stoked! Please let me know   Cheers ; Thx"
1093122461975806086,"Hi taylor, when can i start driving?"
1325164183204256640,Hello I'm not interested in driving w Lyft.  Please stop texting me!
1318708236121076100,"Hey Taylor, I don't have a class for driving license right now. I will have one soon though. How soon is Lyft going to start operating? Thank you"
1315919825479870812,Could you please delete my application
1313665074013803270,I have no commercial driving license I am in process ; I have only class five ; I can do myself
1337352185341900868,I drive a car with 2 doors and the requirement is 4 doors unfortunately ; I really want to drive but I will apply when I get a new car!  My moms car is 2007 it has to be 2010 or newer right?
769655953423587500,"process? I have nearly 20 years of driving experience already.  ; Hi Taylor, thanks for the message. I haven't started it yet because I don't have the class 4. I'm going to get it but do you know if it's a pretty quick "
